130,
sio,
pia,
N'no,
Mara ni'ngi,
hata hivo,
pia,
kawaida,
Haswa,kweli
mapema,
Abadani,
,
Mara ingine,
Pamoya,
uwedhekano,
tu,
Siku dhote,kwa kawaida
badala ake,
kweli,
tena,
afadhali,
karibu,
haswa,
wakati wowote,
kwa haraka,
pangine,pengine
tayari,
tini a,
moya kwa moya,
kwa sababu hiyo,
n'ngine,
hiya basi,
kwa wepesi,kwa urahisi
mwisho wake,hatimaye
haswa,
kwa uhakika,
kawaida,
sasa kwa sasa,
sana,
hatimae,
mara kwa mara,
sahihi,
haraka,
haswa,
mbee,
kila siku,
yenye,
mara.,
kiasi,
polepole,
kwa kadiri flani,
kimsingi,
kikamili,
hatimaye,
sana.,
hivi karibuni,
umakini,
mara kwa mara.,
kwa ukamilifu,
zaidi,
kawaida. kiasili,
karibu,Takribani
mara kwa mara,
kwa makini,
wadhi,
umuhimu,
Uwedhekano,
kathithi,
kiasi flani,
sawa,
sana,
ladhima,
binafsi,
mara moya mara moya,
mara kwa mara,
vile vile,
kinsingi,
karibu.,
ufanisi,
mwando,
uhakika,
haswa,
tu,
upole,
pengine,
mwando,
takriban,
kwa kiasi kikuru,
kabisa,
maradufu,
kwengineko,
kila mahali,
bila shaka,
kwa ukamilifu,
,
,
gafula,
,
,
,
,
moya kwa moya,
,
,
,
dhigumu,
kwa urahisi,
sana,
,
inde,
,
,
,
,
,
kama,
,
,
,
,
,
,
,
,
,
,
kwanda,
,
,
,
,
tini ,
mbali,
,
usiku wa eo,
mbali,
eo,
mbali,
kabisa,
baadaye,
iyuu,
bado,
Pangine,pengine
,
karibu,
mbee,
,
,
,
,
,
,
,
naam,
,
kesho,
yana,
a,
,
,
,
,
kwa,
,
,
,
,
,
tu,
yoyote,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
-aminifu,
sawa,
swali,