503,2589,(words and phrases),,,,
Pokea,Kubali,Kiri,Ridhia,kubali,,
Maliza,faulu,timiza,kamilisha,timiza,fanikiwa,
Ruhusu,ingiza,pitisha,laza hospitalini,kiri,ungama,kubali 
Athiri,dhuru,,,,,
weza,weza,,,,,
kubali,kiri,kubali,,,,
ruhusu,ruhusu,kubali,,,,
jibu,jibu,,,,,
tumia,paka,tafuta kazi,paka,tekeleza,fanya,
shindana,jibizana,bishana,,,,
panga,,,,,,
kuja,fika,wasili,,,,
uliza,,,,,,
epuka,wata,epuka,,,,
kuwa,,,,,,
anza,,,,,,
amini,,,,,,
jenga,,,,,,
nunuwa,,,,,,
piga simu,ita mtu,piga,,,,
jali,,,,,,
beba,tukuwa,eleka,,,,
shika,nyaka,daka,,,,
sababisha,sababu,,,,,
badili,badilika,,,,,
kagua,angaliya,,,,,
kutaguwa,teuwa,kuchaguwa,,,,
safisha,ondowa,tenga nyumba,,,,
safisha,,,,,,
kusanya,twaa,tukuwa,okota,,,
kuja,ndoo,,,,,
lalamika,,,,,,
kamilisha,maliza,malizika,,,,
jumuisha,,,,,,
kuwa na,ina,,,,,
endelea,,,,,,
changa,changia,,,,,
amrisha,peleka,,,,,
rekebisha,,,,,,
gharimu,gharama,bei,,,,
weza,eza,,,,,
umba,jenga,,,,,
vuka,,,,,,
kata,,,,,,
haribu,,,,,,
kabiliana,shughulikiya,pambana,,,,
fikisha,peleka,zaa,jifungua,,,
kana,kataa,,,,,
tegemeya,,,,,,
eleza,,,,,,
haribu,maliza,vunda,hasiri,,,
tengeza,kuza,unda,jenga,,,
poteya,,,,,,
gundua,juwa,,,,,
fanya,,,,,,
vaa,,,,,,
nwa,nywa,,,,,
peleka,endesha gari,,,,,
kula,,,,,,
tia moyo,himiza,pa moyo,,,,
furahi,,,,,,
kuwa,kuwepo,,,,,
tarajia,,,,,,
tajiriba,zoweya,uzoefu,pitia,,,
eleza,,,,,,
jieleza,,,,,,
kabili,kabiliana na,angalia,,,,
anguka,,,,,,
sikia,ona,,,,,
pata,tafuta,,,,,
maliza,tia kikomo,khitimisha,hitimisha,,,
ruka,,,,,,
fwata,andama,fata,,,,
sahau,,,,,,
samehe,,,,,,
unda,,,,,,
pata,,,,,,
towa,pa,,,,,
enda,,,,,,
kuwa,kuza,,,,,
tokeya,fanyika,,,,,
kuwa na,pata,,,,,
sikiya,skiya,,,,,
saidiya,,,,,,
fita,,,,,,
shikiliya,shika,zuwiya,,,,
kuwa na tamaa,tumai,tumaini,,,,
tafakari,fikiri,,,,,
tengeza,,,,,,
ongeza,engeza,,,,,
athiri,shawishi,,,,,
juza,ambiya,julisha,,,,
alika,,,,,,
kuwa,,,,,,
unganisha,unga,,,,,
weka,eka,,,,,
juwa,,,,,,
dumu,,,,,,
teka,cheka,,,,,
jifunza,jifunda,soma,,,,
ondoka,jitoa,wata,,,,
kopesha,,,,,,
penda,,,,,,
weka mipaka,,,,,,
sikiza,skiza,,,,,
ishi,kukaa,,,,,
angalia,,,,,,
penda,,,,,,
tengeza,tengeneza,fanza,fanya,,,
kuwa na umuhimu,,,,,,
maanisha,,,,,,
pima,,,,,,
kutana,kutana na,onana,,,,
taja,,,,,,
jali,tiya maanani,,,,,
songeza,ondowa,songea,,,,
lazima,,,,,,
kuwa na haja ya,hitaji,,,,,
pa,teremsha bei,,,,,
funguwa,,,,,,
agiza,,,,,,
miliki,,,,,,
lipa,,,,,,
fanya kazi,,,,,,
teza,cheza,,,,,
elekeza,nyoshea kidole,,,,,
khiyari,radhiwa,,,,,
tayarisha,,,,,,
bonyeza,bofa,,,,,
kinga,zuwiya,,,,,
zaa,kupanda,towa,,,,
linda,,,,,,
towa,,,,,,
sukuma,,,,,,
fikiya,fika,,,,,
soma,,,,,,
pata,pokea,,,,,
andika daftarini,jaza,rikodi,,,,
punguza,,,,,,
angalia,,,,,,
husisha,nasibisha,,,,,
towa,achiliya,watiliya,,,,
kumbuka,,,,,,
towa,ondosha,ondowa,,,,
rudiya,regelea,,,,,
badilisha,eka nyingine,,,,,
jibu,,,,,,
sema mtu,,,,,,
jibu,,,,,,
rudisha,rudi,,,,,
dhihirisha,julikana,tambulika,,,,
panda,ongezeka bei,enuka,,,,
kimbiya,,,,,,
nusuru,kutuma,ejka,,,,
sema,,,,,,
kuona,,,,,,
kuuza,,,,,,
kutuma,kupeleka,,,,,
weka,panga,,,,,
kugawanya,hisa,,,,,
piga,lenga,,,,,
onesha,,,,,,
imba,,,,,,
kaa,keti,,,,,
lala,,,,,,
teleza,,,,,,
tabasamu,teka,,,,,
chemua,,,,,,
sauti,,,,,,
kusema,zungumza,,,,,
simama,,,,,,
anza,,,,,,
sema,,,,,,
durusu,soma,,,,,
faulu,fanikiwa,,,,,
pendekeza,,,,,,
peleka,,,,,,
dhani,ona,,,,,
salimika,toka salama,nusurika na,,,,
fagiya,kupiga upeo,fyagiya,,,,
twaa,chukuwa,,,,,
zungumza,sema,,,,,
ambiya,,,,,,
tunza,,,,,,
fikiriya,dhani,,,,,
rusha,tupa,,,,,
shika,gusa,dara,,,,
funza,fundisha,,,,,
safiri,,,,,,
tibu,ganga,,,,,
jaribu,,,,,,
pinduza,geuza,geuka,,,,
elewa,fahamu,tanabahi,,,,
tumiya,,,,,,
tembeleya,,,,,,
ngoja,ngojeya,subiri,,,,
taka,,,,,,
tembeya,,,,,,
tizama,kuangaliya,,,,,
shinda,,,,,,
jiuliza,staajabu,shangaa,,,,
andika,,,,,,
kanda,,,,,,
tiya tabaki ,,,,,,
kaanga,,,,,,
kanda,,,,,,
piga pasi,chuma ,,,,,
choma,unguza,,,,,
kokoteza,,,,,,
tega,,,,,,
umika,,,,,,
weka rahani,,,,,,
zulia ,,,,,,
totama,chotama,,,,,
tamka,,,,,,
weka tanga,weka matanga,,,,,
ondoa tanga,,,,,,
khitimisha,,,,,,
tahiri,,,,,,
pamba ,,,,,,
kaa eda,,,,,,
ondowa eda,,,,,,
taazii,,,,,,
pa pole,,,,,,
weka tanziya,,,,,,
zika,,,,,,
fufuwa,,,,,,
toka arbainini,,,,,,
jitwaharisha,,,,,,
bisha,,,,,,
teuka,,,,,,
enda myayo,,,,,,
tokwa n'nyute,na nyute,,,,,
tapika,,,,,,
shaliki,tengeza,,,,,
pangisha,,,,,,
kodisha,,,,,,
tairisha,,,,,,
piga kitungi,vitungi,,,,,
tawa ,,,,,,
oza,ozesha,,,,,
ata,atisha,,,,,
towa mkono,,,,,,
towa salamu,,,,,,
salimia ,,,,,,
ringa,,,,,,
jitwaza,,,,,,
chanja ,,,,,,
chanja kuni,,,,,,
piga kumbo,,,,,,
piga deki,,,,,,
pura,,,,,,
sukasuka,,,,,,
tikisa,,,,,,
paraga,,,,,,
piga dafrau,,,,,,
teguka,,,,,,
pindisha nguo,,,,,,
inika ,,,,,,
piga jito,,,,,,
husudu,,,,,,
tia dege,,,,,,
kata dege,,,,,,
pekecha zongo,,,,,,
songa sima,,,,,,
pooza,,,,,,
poza,,,,,,
tuliza,,,,,,
kodolea jito,,,,,,
singa bi harusi,,,,,,
sinzia,,,,,,
tia dua,,,,,,
omba dua,,,,,,
piga goti,,,,,,
bundika,,,,,,
songa nyele,,,,,,
piga kitana ,,,,,,
funguwa nyele,,,,,,
laza nyele,,,,,,
ongowa mwana,,,,,,
ongowa,weka kitinii,pamba,,,,
lia ngowa,,,,,,
tia zongo,,,,,,
paa,,,,,,
peza,,,,,,
beza,,,,,,
tundika,,,,,,
jitwaza,,,,,,
bembeya,,,,,,
zunguwa,,,,,,
zunguka,,,,,,
tenda,,,,,,
chomoa,,,,,,
shuta,,,,,,
ghilibu,,,,,,
pembeja,,,,,,
tapisha shimo,,,,,,
bumburuka,,,,,,
rauka,,,,,,
totora,,,,,,
punja,,,,,,
nyima,,,,,,
sononeka,,,,,,
singiziya,,,,,,
tunga,,,,,,
furisha domo,,,,,,
fungasha,,,,,,
zoma,,,,,,
tendekeza,,,,,,
enga enga,,,,,,
olewa,,,,,,