162,,
ghafla,,
,,
kupendeza,,
changamfu,yenye kupendeza,
kufurahishwa,,
wastani,,
mwenda wazimu,,
kuchoka,,
jasiri,,
,,
pana,,
mwenye haiba,,
,,
mcheshi,,
,,
safi,,
wazi,,
kufunga,kutanda wingu,
isionyooka,,
katili,,
mzito,,
pinda,,
mbishi,mwenye ubinafsi,
hatari,,
kusisimua,,
iliooza,,
mrongo,,
enye kina,,
shindwa,,
kisunzi,,
bila furaha,bila bashasha,
choka,,
bila furaha,,
enye hamu,,
kifahari,maridadi,
konda,,
aibu,,
ya kuvutia,,
enye nguvu,enye juhudi,
dhana,,
ajabu,,
kali,,
chafu,,
sawasawa,,
legevu,,
kupepea,,
jinga,,
hofu,wasiwasi,
mpya,safi,bichi
a kirafiki,,
pole,,
kutisha,,
kisunzi,,
kubwa,,
enye ubembe,urembo,
kumetameta,,
tukufu,,
mrembo,,
zuri,ya kupendeza,mwenye neema
yenye mafuta,,
huzunika,,
chembechembe,,
ya kuchukiza,isiopendeza,
enye afya,,
kusaidia,,
mnyonge,wanyonge,
juu,,
wazi,,
ya kuvutia,,
kutisha,,
kubwa,,
enye njaa,,
enye kuumiza,,
kutokuwa na urafiki,,
ilio bora,,
enye kukasirisha,,
washa,,
wivu,,
wasiwasi,,
mcheshi,,
,,
ilio bora,,
,,
furaha,,
kupendeza,kuvutia,
wasiwasi,,
karimu,,
hatari,,
enye bahati,,
mcheshi,,
macho,,
nyembamba,,
mbaya,,
mtukutu,,
kuwa na wasiwasi,,
mwenda wazimu,,
kamili,,
kushangaa,,
ndogo,,
ndogo,,
,,
kupendeza,,
tulivu,,
fahari,,
ya thamani,,
kukasirisha,uchokozi,
kiburi,yenye fahari,
yenye harufu kali,,
dhaifu,,
isiyo ya kawaida,,
kuhakikishiwa,,
rahisishiwa,,
yenye kuchukiza,,
a kujibu,,
iva,,
imara,,
oza,,
,,
kakamavu,,
duara,,
yenye chumvi,mtu mchangamfu,
enye dhihaka,,
kidogo sana,chache,
,,
dhaifu,,
wazi,,
mkali,,
ng'ara,,
fupi,,
laini,nyororo,
jinga,,
nyembamba,,
,,
kuteleza,,
kitamu,,
kijana,,
laini.,,
mvutano,wasiwasi,
ya kutisha,,
kukasirishwa kwa haraka,,
enye shukrani,,
nene,,
iliyo kazwa,,
kwa wakati mzuri,,
gumu,,
mara kwa mara,,
kuchoka,,
mchekeshaji,mcheshi,
mwenye bidii ,,
mchangamfu,,