686,,
akaunti,,
kutenda,,
marekebisho,,
matangazo,,
makubaliano,,
hewa,,
idadi. kiasi,,
kichekesho,pumbao,
pembe,,
mnyama,,
jibu,,
chungu,,
chombo,,
tufaha,,
ruhusa,,
upinde,kizingo,
majadiliano,,
mkono,silaha,
jeshi,,
sanaa,,
vamia,,
jaribio,,
uangalifu,,
kivutio,,
mamlaka,,
mtoto,,
nyuma,,
mfuko,,
baki,mizani,
mpira,,
bendi,kundi,
msingi ,,
beseni,bonde ,
kikapu,,
kuoga,kukoga,
kitanda,,
nyuki,,
tabia,,
imani,,
kengele,,
,,
ndege,,
kuzaliwa,,
kipande,kiasi,kidogo
kuuma,,
kijembe,,
damu,,
pigo,,
ubao,,
mashua,,
mwili,,
mfupa,,
kitabu,,
buti,,
chupa,,
sanduku,,
mvulana,,
ubongo,,
breki,,
tawi,,
shaba,,
mkate,,
pumzi,,
jiwe,,
daraja,,
kaka,,
brashi,,
ndoo,,
jumba,,
,,
choma,,
pasua,,
biashara,,
siagi,,
kifungo,,
keki,,
kamera,,
turubai,durufu,
kadi,,
jali,,
behewa,,
rukwama,,
,,
paka,,
sababu,,
mnyororo,,
chaki,,
nafasi,bahati,
mabadiliko,,
jibini,,
sataranji,,
kidevu,,
kanisa,,
duara,,
saa,,
kitambaa,,
wingu,,
makaa,,
koti,,
ukosi,kola,
rangi,,
kichana,,
starehe,faraja,
kamati,,
kampuni,,
kulinganisha,,
mashindano,,
,,
hali,,
uhusiano,,
dhibiti,,
pika,,
,,
nakala,,
igiza ,,
kamba,,
kizibo,,
kohoa,,
nchi,,
funika,,
ng'ombe,,
ufa,,
deni,,
uhalifu,,
kuponda,,
lia,,
kikombe,,
sasa,ya kisasa,
pazia,,
pindo,,
mto,,
haribu,,
hatari,,
binti,,
siku,mchana,
kifo,,
deni,,
uamuzi,,
shahada,,
mchoro,,
tamani,,
uharibifu,,
undani ,,
maendeleo,,
,,
usagaji chakula,,
mwelekeo,,
ugunduzi,,
mazungumzo,,
ugonjwa,,
karaha,,
umbali,,
usambazaji,,
mgawanyiko,,
jibwa,,
mlango,,
shaka,,
bomba,,
droo,,
nguo,mavazi,
kunywa,,
kupekeka gari,,
tone,angusha,
vumbi,,
sikio,,
dunia,,
mpaka,,
elimu,,
athari,,
yai,,
,,
mwisho,,
injini,,
kosa,,
tukio,,
mfano,,
badilisha,,
kuwepo,,
upanuzi,,
uzoefu,,
mtaalamu,,
jicho,,
,,
uso,,
ukweli,,
kuanguka,,
familia,,
shamba,,
baba,,
hofu,,
unyoya,,
hisia,,
riwaya,,
uwanja,,
vita,pigana,
kidole,,
moto,,
samaki,,
bendera,,
,,
ndege,,
sakafu,,
uwa,,
ruka,nzi,
kunja,,
chakula,,
mguu,wayo,
lazimisha,,
uma,,
umbo,,
ndege,,
fremu,mwili,
rafiki,,
mbele,,
tunda,,
bustani,,
,,
msichana,,
bilauri,,
glavu,,
mbuzi,,
dhahabu,,
,,
serikali,dola,
nafaka,,
nyasi,,
mshiko,,
kundi,,
Kukua,ongezeko,
mwongozo,,
bunduki,,
nywele,,
nyundo,,
mkono,,
bandari,,
maelewano,,
kofia,,
chukia,chuki,
kichwa,,
kusikia,Usikilizaji kesi,
moyo,,
joto,,
saidia,,
historia,,
shimo,,
ndoano,,
tumaini,,
pembe,,
farasi,,
hospitali,,
saa,,
nyumba,,
ucheshi,,
barafu,,
wazo,,
Kitambulisho,,
msukumo,,
ongeza,,
kiwanda,,
wino,,
mdudu,,
chombo,,
bima,,
riba,,
uvumbuzi,,
chuma,,
kisiwa,,
,,
kito,,
unganisha,kujiunga,
safari,,
hakimu,hukumu,
,,
ruka,,
birika,,
ufunguo,,
teke,,
busu,,
goti,,
kisu,,
fundo,,
maarifa,,
ardhi,,
lugha,,
cheka,,
ongoza,,
jani,,
kujifunza,,
ngozi,,
guu,,
barua,waraka,
kiwango,,
maktaba,,
inua,,
mwangaza,,
kikomo,hitimisho,tamati
mstari,,
sanda,Kitani,
mdomo,,
kioevu,,
orodha,,
kufuli,,
sura,mtazamo,
hasara,,
mapenzi,,
chini,,
mashini,,
mtu,,
meneja,msimamizi,
ramani,,
weka alama,,
soko,,
misa,wingi,Uzito
kiberiti,,
chakula,,
kipimo,,
nyama,,
mkutano,,
kumbukumbu,,
chuma,,
kati,,
maziwa,,
akili,bongo,
mgodi,,
dakika,,
ukungu,,
pesa,fedha,
tumbili,nyani,
mwezi,,
mwezi,,
asubuhi,,
mama,,
mwendo,,
mlima,,
kinywa,,
songa,,
misuli,,
muziki,,
msumari,,
jina,,
taifa,,
shingo,,
haja,,
sindano,,
ujasiri ,,
wavu,,
habari,,
usiku,,
kelele,,
pua,,
,,
nambari,,
njugu,nazi,
uangalifu,,
kutoa,,
ofisi,,
mafuta,,
operesheni,,
maoni,,
chungwa,,
amri,agizo,mpangilio
shirika,,
pambo,,
tanuri,,
mwenyewe,,
ukurasa,,
maumivu,,
rangi,,
karatasi,,
kifurushi,,
sehemu,baadhi,
kuweka ,,
malipo,,
amani,,
,,
kalamu,,
penseli,,
mtu,,
picha,taswira ,
nguruwe,,
pini,,
mfeleji,,
mahali,,
ndege,,
mmea,kiwanda,
sahani,,
cheza,,
furaha,,
kulima,,
mfuko,,
fikra,kitone,elekeza
sumu,,
,,
mchukuzi,,
nafasi,,
chungu,sufuria,
kiazi,,
kiazi,,
unga,poda,
nguvu,,
bei,,
chapa,,
gereza,jela,
mchakato,mwendo,
zalisha,,
faida,,
mali,,
nadhari,,
maandamano,,
vuta,,
pampu,,
adhabu,,
madhumuni,sababu,
msukumo,,
ubora,,
swali,,
reli,,
mvua,,
,,
panya,,
kiwango,,
mwali,,
itikio,,
kusoma,,
sababu,,
risiti,,
rekodi,,
majuto,masikitiko,
uhusiano,,
dini,,
mwakilishi,,
omba,,
heshimu,,
pumzika,,
tuzo,,
mfuatano,,
mchele,,
pete,,
mto,,
barabara,njia,
fimbo,,
viringisha,,
paa,,
chumba,,
mzizi,,
sugua,,
tawala,kanuni,
kimbia,,
tanga,,
chumvi,,
mchanga,,
,,
mizani,,
shule,skuli,
sayansi,,
makasi,,
skrubu,,
bahari,,
kiti,,
karani,katibu,
mbegu,,
uteuzi,,
binafsi,,
maana,hisia,
mtumishi,,
jinsia,,
kuivuli,,
kutikisika,,
aibu,,
kondoo,,
rafu,,
meli,,
shati,,
mshtuko,,
kiatu,,
upande,,
ishara,dalili,
hariri,,
fedha,,
,,
dada,,
kipimo,ukubwa,
ngozi,,
skati,,
anga,mbingu,
lala,usingizi,
,,
mteremko,,
vunja,,
nusa,harufu,
tabasamu,,
moshi,,
nyoka,,
chemua,,
theluji,,
sabuni,,
jamii,,
soksi,,
,,
nyimbo,,
chagua,,
sauti,,
supu,,
nafasi,anga,
,,
sifonjo,,
kijiko,,
chemchem,majira ya machuko,
mraba,,
jukwaa,hatua,
muhuri,,
nyota,,
mwanzo,,
kauli,,
kituo,,
mvuke,,
chuma,,
shina,,
hatua,,
kijiti,,
kushona,,
,,
tumbo,,
jiwe,,
acha,kituo,
duka,,
hadithi,,
barabara,,
nyoosha,,
muundo au mfumo,,
kitu,,
sukari,,
pendekezo,,
kiangazi,,
jua,,
msaada,,
mshangao,,
ogelea,,
mfumo,,
meza,,
mkia,,
zungumza,,
onja,,
ushuru,,
kufundisha,,
tabia,desturi,
jaribio,mtihani,
nadharia,,
kitu,,
wazo,,
uzi,,
koo,,
kidole cha gumba,,
radi,,
tikiti,,
wakati,,
mkebe,,
kidole cha mguu,,
ulimi,,
jino,,
juu,,
mguso,kugusa,
mji,,
biashara,,
treni,,
usafiri,usafirisha,
sinia,,
mti,,
hila,udanganyifu,hadaa
shida,,
suruali,,
pindua,,
furukuta,,
mwavuli,,
kitengo,,
tumia,,
thamani,gharama,
aya,,
chombo,,
mtazamo,mandhari,
sauti,,
tembea,,
ukuta,,
vita,,
osha,,
taka,uchafu,
saa,,
maji,,
wimbi,,
nta,,
njia,,
hali ya hewa,,
wiki,,
uzito,Uzani,
gurudumu,,
kiboko,,
filimbi,,
upepo,,
dirisha,,
mvinyo,,
ubawa,mrengo,
majira ya baridi,,
waya,,
mwanamke,,
mbao,kuni,
pamba,sufu,
neno,,
kazi,,
minyoo,,
jeraha,,
mwandiko,,
mwaka,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
bangili,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
kandirinya,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
kifaa,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
kikuku,,
,,
,,
,,
,,
,,
,,
kipini,,
kipuli,herini,
,,
kishaufu,,
,,
,,
,,
,,
kitasa,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
lakti,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
mkufu,,
,,
mrashi,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
mchanga,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
njuga,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
pete,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
safisha,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
sonara,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
upatu,,